"OA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,MSOA11CD,MSOA11NM,LAD17CD,LAD17NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID"
"E00170542,8d1,Young Hard-Pressed Families,E01012424,Halton 007C,4a,Challenged white communities,E02002580,Halton 007,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2488"
"E00062504,8d1,Young Hard-Pressed Families,E01012388,Halton 006D,4a,Challenged white communities,E02002579,Halton 006,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2489"
"E00063310,6a3,Detached Retirement Living,E01012551,Warrington 014A,8b,Ageing suburbanites,E02002603,Warrington 014,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2490"
"E00062911,6a2,Comfortable Suburbia,E01012471,Warrington 001A,8a,Affluent communities,E02002590,Warrington 001,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2491"
"E00062477,7a3,Multi-Ethnic Hardship,E01012381,Halton 010A,4a,Challenged white communities,E02002583,Halton 010,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2492"
"E00062932,8b1,Deprived Blue-Collar Terraces,E01012481,Warrington 011A,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2493"
"E00062752,7a1,Transitional Eastern European Neighbourhoods,E01012441,Halton 007D,4b,Constrained renters,E02002580,Halton 007,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2494"
"E00062792,7d1,Ageing Communities and Families,E01012450,Warrington 023A,8a,Affluent communities,E02002612,Warrington 023,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2495"
"E00062531,8d1,Young Hard-Pressed Families,E01012399,Halton 013D,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2496"
"E00063319,6a3,Detached Retirement Living,E01012551,Warrington 014A,8b,Ageing suburbanites,E02002603,Warrington 014,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2497"
"E00063035,6a2,Comfortable Suburbia,E01012495,Warrington 016A,8c,Comfortable suburbia,E02002605,Warrington 016,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2498"
"E00062588,7a3,Multi-Ethnic Hardship,E01012407,Halton 015B,4a,Challenged white communities,E02002588,Halton 015,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2499"
"E00062590,7a3,Multi-Ethnic Hardship,E01012407,Halton 015B,4a,Challenged white communities,E02002588,Halton 015,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2500"
"E00062644,7a3,Multi-Ethnic Hardship,E01012422,Halton 004E,4a,Challenged white communities,E02002577,Halton 004,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2501"
"E00062649,7a3,Multi-Ethnic Hardship,E01012422,Halton 004E,4a,Challenged white communities,E02002577,Halton 004,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2502"
"E00062655,7a3,Multi-Ethnic Hardship,E01012420,Halton 004D,4a,Challenged white communities,E02002577,Halton 004,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2503"
"E00062746,7a3,Multi-Ethnic Hardship,E01012438,Halton 014D,4a,Challenged white communities,E02002587,Halton 014,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2504"
"E00170539,7a3,Multi-Ethnic Hardship,E01012382,Halton 010B,4a,Challenged white communities,E02002583,Halton 010,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2505"
"E00062423,6b4,Older Workers and Retirement,E01012374,Halton 002A,8c,Comfortable suburbia,E02002575,Halton 002,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2506"
"E00062492,6b4,Older Workers and Retirement,E01012389,Halton 008A,8b,Ageing suburbanites,E02002581,Halton 008,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2507"
"E00062544,6b4,Older Workers and Retirement,E01012398,Halton 011A,5d,Endeavouring social renters,E02002584,Halton 011,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2508"
"E00062607,6b4,Older Workers and Retirement,E01012410,Halton 003B,8c,Comfortable suburbia,E02002576,Halton 003,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2509"
"E00062624,6b4,Older Workers and Retirement,E01012416,Halton 012A,5c,Comfortable neighbourhoods,E02002585,Halton 012,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2510"
"E00062630,6b4,Older Workers and Retirement,E01012416,Halton 012A,5c,Comfortable neighbourhoods,E02002585,Halton 012,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2511"
"E00062652,6b4,Older Workers and Retirement,E01012423,Halton 002E,5c,Comfortable neighbourhoods,E02002575,Halton 002,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2512"
"E00062685,6b4,Older Workers and Retirement,E01012428,Halton 012C,5b,Aspiring urban households,E02002585,Halton 012,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2513"
"E00062714,6b4,Older Workers and Retirement,E01012435,Halton 009E,8b,Ageing suburbanites,E02002582,Halton 009,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2514"
"E00062717,6b4,Older Workers and Retirement,E01012432,Halton 014A,5b,Aspiring urban households,E02002587,Halton 014,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2515"
"E00062535,7c3,Outer City Hardship,E01012399,Halton 013D,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2516"
"E00062389,8c3,Renting Hard-Pressed Workers,E01012369,Halton 005A,5d,Endeavouring social renters,E02002578,Halton 005,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2517"
"E00062390,8c3,Renting Hard-Pressed Workers,E01012368,Halton 003A,5d,Endeavouring social renters,E02002576,Halton 003,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2518"
"E00062406,8c3,Renting Hard-Pressed Workers,E01012369,Halton 005A,5d,Endeavouring social renters,E02002578,Halton 005,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2519"
"E00062408,8c3,Renting Hard-Pressed Workers,E01012369,Halton 005A,5d,Endeavouring social renters,E02002578,Halton 005,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2520"
"E00062438,8c3,Renting Hard-Pressed Workers,E01012377,Halton 004A,4a,Challenged white communities,E02002577,Halton 004,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2521"
"E00062466,8c3,Renting Hard-Pressed Workers,E01012384,Halton 010C,5c,Comfortable neighbourhoods,E02002583,Halton 010,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2522"
"E00062475,8c3,Renting Hard-Pressed Workers,E01012382,Halton 010B,4a,Challenged white communities,E02002583,Halton 010,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2523"
"E00062508,8c3,Renting Hard-Pressed Workers,E01012390,Halton 004B,5d,Endeavouring social renters,E02002577,Halton 004,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2524"
"E00062510,8c3,Renting Hard-Pressed Workers,E01012388,Halton 006D,4a,Challenged white communities,E02002579,Halton 006,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2525"
"E00062511,8c3,Renting Hard-Pressed Workers,E01012391,Halton 008B,5b,Aspiring urban households,E02002581,Halton 008,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2526"
"E00062513,8c3,Renting Hard-Pressed Workers,E01012394,Halton 005B,5c,Comfortable neighbourhoods,E02002578,Halton 005,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2527"
"E00062518,8c3,Renting Hard-Pressed Workers,E01012394,Halton 005B,5c,Comfortable neighbourhoods,E02002578,Halton 005,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2528"
"E00062522,8c3,Renting Hard-Pressed Workers,E01012394,Halton 005B,5c,Comfortable neighbourhoods,E02002578,Halton 005,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2529"
"E00062545,8c3,Renting Hard-Pressed Workers,E01012396,Halton 013B,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2530"
"E00062553,8c3,Renting Hard-Pressed Workers,E01012396,Halton 013B,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2531"
"E00062563,8c3,Renting Hard-Pressed Workers,E01012405,Halton 011E,5d,Endeavouring social renters,E02002584,Halton 011,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2532"
"E00062575,8c3,Renting Hard-Pressed Workers,E01012404,Halton 011D,5d,Endeavouring social renters,E02002584,Halton 011,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2533"
"E00062576,8c3,Renting Hard-Pressed Workers,E01012402,Halton 011C,4a,Challenged white communities,E02002584,Halton 011,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2534"
"E00062583,8c3,Renting Hard-Pressed Workers,E01012406,Halton 015A,5d,Endeavouring social renters,E02002588,Halton 015,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2535"
"E00062593,8c3,Renting Hard-Pressed Workers,E01012409,Halton 015C,4a,Challenged white communities,E02002588,Halton 015,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2536"
"E00062599,8c3,Renting Hard-Pressed Workers,E01012409,Halton 015C,4a,Challenged white communities,E02002588,Halton 015,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2537"
"E00062651,8c3,Renting Hard-Pressed Workers,E01012423,Halton 002E,5c,Comfortable neighbourhoods,E02002575,Halton 002,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2538"
"E00062659,8c3,Renting Hard-Pressed Workers,E01012419,Halton 004C,4a,Challenged white communities,E02002577,Halton 004,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2539"
"E00062660,8c3,Renting Hard-Pressed Workers,E01012420,Halton 004D,4a,Challenged white communities,E02002577,Halton 004,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2540"
"E00062665,8c3,Renting Hard-Pressed Workers,E01012419,Halton 004C,4a,Challenged white communities,E02002577,Halton 004,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2541"
"E00062683,8c3,Renting Hard-Pressed Workers,E01012424,Halton 007C,4a,Challenged white communities,E02002580,Halton 007,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2542"
"E00062694,8c3,Renting Hard-Pressed Workers,E01012429,Halton 012D,5d,Endeavouring social renters,E02002585,Halton 012,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2543"
"E00062933,8b1,Deprived Blue-Collar Terraces,E01012482,Warrington 011B,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2544"
"E00063053,6a2,Comfortable Suburbia,E01012503,Warrington 024D,8c,Comfortable suburbia,E02002613,Warrington 024,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2545"
"E00062532,8d1,Young Hard-Pressed Families,E01012396,Halton 013B,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2546"
"E00062936,8b1,Deprived Blue-Collar Terraces,E01012481,Warrington 011A,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2547"
"E00062951,7d1,Ageing Communities and Families,E01012479,Warrington 017A,4b,Constrained renters,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2548"
"E00062753,7a1,Transitional Eastern European Neighbourhoods,E01012441,Halton 007D,4b,Constrained renters,E02002580,Halton 007,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2549"
"E00063054,6a2,Comfortable Suburbia,E01012503,Warrington 024D,8c,Comfortable suburbia,E02002613,Warrington 024,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2550"
"E00062939,8b1,Deprived Blue-Collar Terraces,E01012481,Warrington 011A,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2551"
"E00063315,7d1,Ageing Communities and Families,E01012552,Warrington 014B,5b,Aspiring urban households,E02002603,Warrington 014,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2552"
"E00062536,8d1,Young Hard-Pressed Families,E01012399,Halton 013D,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2553"
"E00063323,6a3,Detached Retirement Living,E01012553,Warrington 014C,8b,Ageing suburbanites,E02002603,Warrington 014,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2554"
"E00063131,6a2,Comfortable Suburbia,E01012514,Warrington 021B,8c,Comfortable suburbia,E02002610,Warrington 021,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2555"
"E00062415,5a1,White Professionals,E01012372,Halton 016B,8b,Ageing suburbanites,E02002589,Halton 016,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2556"
"E00062777,6a4,Ageing in Suburbia,E01012449,Warrington 025C,8a,Affluent communities,E02002614,Warrington 025,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2557"
"E00062546,8d1,Young Hard-Pressed Families,E01012397,Halton 013C,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2558"
"E00063356,6a3,Detached Retirement Living,E01012564,Warrington 010B,8b,Ageing suburbanites,E02002599,Warrington 010,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2559"
"E00063369,6a3,Detached Retirement Living,E01012563,Warrington 010A,8b,Ageing suburbanites,E02002599,Warrington 010,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2560"
"E00062897,1c3,Detached Rural Retirement,E01012472,Warrington 001B,2b,Prospering countryside life,E02002590,Warrington 001,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2561"
"E00063136,1c3,Detached Rural Retirement,E01012516,Warrington 021D,5a,Ageing urban communities,E02002610,Warrington 021,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2562"
"E00062877,1a2,Established Farming Communities,E01012469,Warrington 003C,2a,Ageing rural neighbourhoods,E02002592,Warrington 003,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2563"
"E00062923,1a2,Established Farming Communities,E01012476,Warrington 001C,2d,Rural traits,E02002590,Warrington 001,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2564"
"E00063051,1a2,Established Farming Communities,E01012503,Warrington 024D,8c,Comfortable suburbia,E02002613,Warrington 024,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2565"
"E00063123,1a2,Established Farming Communities,E01012515,Warrington 021C,2d,Rural traits,E02002610,Warrington 021,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2566"
"E00063302,1a2,Established Farming Communities,E01012554,Warrington 002D,2b,Prospering countryside life,E02002591,Warrington 002,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2567"
"E00063303,1a2,Established Farming Communities,E01012554,Warrington 002D,2b,Prospering countryside life,E02002591,Warrington 002,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2568"
"E00062805,5a3,Families in Terraces and Flats,E01012458,Warrington 018B,5b,Aspiring urban households,E02002607,Warrington 018,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2569"
"E00062837,5a3,Families in Terraces and Flats,E01012457,Warrington 013D,4b,Constrained renters,E02002602,Warrington 013,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2570"
"E00062940,5a3,Families in Terraces and Flats,E01033303,Warrington 017G,4b,Constrained renters,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2571"
"E00062944,5a3,Families in Terraces and Flats,E01012481,Warrington 011A,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2572"
"E00062950,5a3,Families in Terraces and Flats,E01012479,Warrington 017A,4b,Constrained renters,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2573"
"E00062954,5a3,Families in Terraces and Flats,E01033299,Warrington 017F,3d,Households in terraces and flats,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2574"
"E00062964,5a3,Families in Terraces and Flats,E01012480,Warrington 017B,4b,Constrained renters,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2575"
"E00062965,5a3,Families in Terraces and Flats,E01012480,Warrington 017B,4b,Constrained renters,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2576"
"E00062967,8b1,Deprived Blue-Collar Terraces,E01012482,Warrington 011B,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2577"
"E00063021,5a3,Families in Terraces and Flats,E01012495,Warrington 016A,8c,Comfortable suburbia,E02002605,Warrington 016,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2578"
"E00063078,5a3,Families in Terraces and Flats,E01012507,Warrington 020D,4b,Constrained renters,E02002609,Warrington 020,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2579"
"E00063085,5a3,Families in Terraces and Flats,E01012504,Warrington 020A,4b,Constrained renters,E02002609,Warrington 020,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2580"
"E00063088,5a3,Families in Terraces and Flats,E01012511,Warrington 017E,4b,Constrained renters,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2581"
"E00063093,5a3,Families in Terraces and Flats,E01012510,Warrington 017D,4b,Constrained renters,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2582"
"E00063096,5a3,Families in Terraces and Flats,E01012511,Warrington 017E,4b,Constrained renters,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2583"
"E00063115,5a3,Families in Terraces and Flats,E01012515,Warrington 021C,2d,Rural traits,E02002610,Warrington 021,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2584"
"E00063162,5a3,Families in Terraces and Flats,E01012525,Warrington 011F,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2585"
"E00063163,5a3,Families in Terraces and Flats,E01012523,Warrington 011D,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2586"
"E00063332,5a3,Families in Terraces and Flats,E01012557,Warrington 023C,5b,Aspiring urban households,E02002612,Warrington 023,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2587"
"E00063340,5a3,Families in Terraces and Flats,E01012557,Warrington 023C,5b,Aspiring urban households,E02002612,Warrington 023,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2588"
"E00173139,5a3,Families in Terraces and Flats,E01033299,Warrington 017F,3d,Households in terraces and flats,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2589"
"E00173143,5a3,Families in Terraces and Flats,E01033299,Warrington 017F,3d,Households in terraces and flats,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2590"
"E00173145,5a3,Families in Terraces and Flats,E01033299,Warrington 017F,3d,Households in terraces and flats,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2591"
"E00173148,5a3,Families in Terraces and Flats,E01033302,Warrington 018G,3d,Households in terraces and flats,E02002607,Warrington 018,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2592"
"E00173160,5a3,Families in Terraces and Flats,E01012480,Warrington 017B,4b,Constrained renters,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2593"
"E00173161,5a3,Families in Terraces and Flats,E01012458,Warrington 018B,5b,Aspiring urban households,E02002607,Warrington 018,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2594"
"E00173163,5a3,Families in Terraces and Flats,E01033302,Warrington 018G,3d,Households in terraces and flats,E02002607,Warrington 018,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2595"
"E00173171,5a3,Families in Terraces and Flats,E01012458,Warrington 018B,5b,Aspiring urban households,E02002607,Warrington 018,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2596"
"E00062804,7a2,Hampered Aspiration,E01033300,Warrington 018F,1a,Cosmopolitan student neighbourhoods,E02002607,Warrington 018,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2597"
"E00062807,7a2,Hampered Aspiration,E01033302,Warrington 018G,3d,Households in terraces and flats,E02002607,Warrington 018,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2598"
"E00062835,7a2,Hampered Aspiration,E01012457,Warrington 013D,4b,Constrained renters,E02002602,Warrington 013,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2599"
"E00062850,7a2,Hampered Aspiration,E01012464,Warrington 004D,5c,Comfortable neighbourhoods,E02002593,Warrington 004,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2600"
"E00062791,6a4,Ageing in Suburbia,E01012452,Warrington 025D,8a,Affluent communities,E02002614,Warrington 025,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2601"
"E00062796,6a4,Ageing in Suburbia,E01012450,Warrington 023A,8a,Affluent communities,E02002612,Warrington 023,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2602"
"E00062799,6a4,Ageing in Suburbia,E01012452,Warrington 025D,8a,Affluent communities,E02002614,Warrington 025,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2603"
"E00062800,6a4,Ageing in Suburbia,E01012452,Warrington 025D,8a,Affluent communities,E02002614,Warrington 025,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2604"
"E00062802,6a4,Ageing in Suburbia,E01012449,Warrington 025C,8a,Affluent communities,E02002614,Warrington 025,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2605"
"E00062928,6a4,Ageing in Suburbia,E01012473,Warrington 002A,8b,Ageing suburbanites,E02002591,Warrington 002,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2606"
"E00062996,6a4,Ageing in Suburbia,E01012489,Warrington 022D,8a,Affluent communities,E02002611,Warrington 022,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2607"
"E00063118,6a4,Ageing in Suburbia,E01012516,Warrington 021D,5a,Ageing urban communities,E02002610,Warrington 021,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2608"
"E00063346,6a4,Ageing in Suburbia,E01012558,Warrington 023D,8c,Comfortable suburbia,E02002612,Warrington 023,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2609"
"E00062852,8c1,Ageing Industrious Workers,E01012464,Warrington 004D,5c,Comfortable neighbourhoods,E02002593,Warrington 004,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2610"
"E00062901,8c1,Ageing Industrious Workers,E01012472,Warrington 001B,2b,Prospering countryside life,E02002590,Warrington 001,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2611"
"E00062497,5a1,White Professionals,E01012391,Halton 008B,5b,Aspiring urban households,E02002581,Halton 008,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2612"
"E00062903,8c1,Ageing Industrious Workers,E01012474,Warrington 002B,5a,Ageing urban communities,E02002591,Warrington 002,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2613"
"E00063026,8b1,Deprived Blue-Collar Terraces,E01012501,Warrington 016F,5b,Aspiring urban households,E02002605,Warrington 016,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2614"
"E00062516,5a1,White Professionals,E01012392,Halton 001A,8c,Comfortable suburbia,E02002574,Halton 001,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2615"
"E00062922,8c1,Ageing Industrious Workers,E01012476,Warrington 001C,2d,Rural traits,E02002590,Warrington 001,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2616"
"E00063077,8b1,Deprived Blue-Collar Terraces,E01012507,Warrington 020D,4b,Constrained renters,E02002609,Warrington 020,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2617"
"E00063084,8b1,Deprived Blue-Collar Terraces,E01012504,Warrington 020A,4b,Constrained renters,E02002609,Warrington 020,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2618"
"E00063086,8b1,Deprived Blue-Collar Terraces,E01012507,Warrington 020D,4b,Constrained renters,E02002609,Warrington 020,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2619"
"E00063097,8b1,Deprived Blue-Collar Terraces,E01012511,Warrington 017E,4b,Constrained renters,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2620"
"E00063098,8b1,Deprived Blue-Collar Terraces,E01012511,Warrington 017E,4b,Constrained renters,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2621"
"E00063156,8b1,Deprived Blue-Collar Terraces,E01012525,Warrington 011F,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2622"
"E00063158,8b1,Deprived Blue-Collar Terraces,E01012525,Warrington 011F,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2623"
